"mutant_ID","pool","firma","7dpiAlfL_KSUMA","7dpiAlfL_KValor M","7dpiAlfL_Kt-test","7dpiAlfL_HSUMA","7dpiAlfL_HValor M","7dpiAlfL_Ht-test","position","region","contig","Locus_tag","Gene","Protein"
"2011mTn5STM.1.11.B04",11.00,16.00,254.00,-0.50,9.31777621065982e-03,331.50,-0.24,0.28,2867465.00,"SME591688_2707","chromosome","SMc00713","chaC","cation transport protein"
"2011mTn5STM.1.11.B05",11.00,17.00,134.00,-0.36,0.13,340.00,-0.13,0.54,2868614.00,"SME591688_2708","chromosome","SMc00712","SMc00712","hypothetical protein"
"2011mTn5STM.1.11.B06",11.00,18.00,273.25,-0.20,0.22,307.75,-0.45,0.21,320177.00,"RME591985_302","pSymB","SM_b20317","SM_b20317","sugar ABC transporter ATP-binding protein"
"2011mTn5STM.1.11.B07",11.00,19.00,194.00,0.19,0.10,364.25,-0.13,0.30,2731345.00,"SME591688_2580","chromosome","SMc02027","SMc02027","peptide ABC transporter ATP-binding protein"
"2011mTn5STM.1.11.B08",11.00,20.00,277.50,-0.31,0.13,144.25,-0.12,0.37,1270726.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.B09",11.00,110.00,274.25,-0.12,0.55,346.75,-0.31,0.13,2259515.00,"SME591688_2135","chromosome","SMc01491","SMc01491","hypothetical protein"
"2011mTn5STM.1.11.B10",11.00,22.00,296.75,0.04,0.87,209.75,0.19,0.39,1365304.00,"RME591985_1264","pSymB","SM_b21435","SM_b21435","allantoate amidohydrolase"
"2011mTn5STM.1.11.B11",11.00,23.00,120.25,-0.30,0.27,423.50,-0.51,8.08868086942609e-03,3357775.00,"SME591688_3154","chromosome","SMc03312","",""
"2011mTn5STM.1.11.B12",11.00,24.00,0.50,-0.82,0.39,610.50,0.02,0.92,276309.00,"SME591688_248","chromosome","SMc00322","SMc00322","hypothetical protein"
"2011mTn5STM.1.11.C01",11.00,25.00,372.75,0.20,9.81266573543507e-03,486.75,-0.19,0.42,3207149.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.C02",11.00,26.00,304.00,-0.16,0.10,250.50,-0.41,0.03,202186.00,"]--Intergenic--[","chromosome","SMc02851","SMc02851","transcriptional regulator"
"2011mTn5STM.1.11.C03",11.00,27.00,222.25,-0.30,0.18,160.75,-0.50,0.23,1668115.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.C04",11.00,28.00,77.25,-3.32,2.54543484525147e-03,86.75,-2.73,7.40679965139752e-04,2831745.00,"SME591688_2672","chromosome","SMc02450","",""
"2011mTn5STM.1.11.C05",11.00,29.00,34.75,-0.92,0.11,26.50,-0.31,0.44,824047.00,"RME591985_756","pSymB","SM_b21253","SM_b21253","hypothetical protein"
"2011mTn5STM.1.11.C06",11.00,30.00,7.75,-0.31,0.38,13.50,-0.29,0.67,3286443.00,"SME591688_3085","chromosome","SMc02507","sitC","iron transport system membrane ABC transporter protein"
"2011mTn5STM.1.11.C07",11.00,31.00,128.25,7.76338463071753e-03,0.97,277.50,-0.25,0.19,1038947.00,"]--Intergenic--[","chromosome","SMc00031","SMc00031","hypothetical protein"
"2011mTn5STM.1.11.C08",11.00,32.00,56.75,0.15,0.59,145.50,-0.32,0.29,577879.00,"AE006469_572","pSymA","SMa1057","SMa1057","hypothetical protein"
"2011mTn5STM.1.11.C09",11.00,33.00,388.25,0.60,0.02,465.25,-0.09,0.43,1455813.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.C10",11.00,170.00,170.50,-0.12,0.33,189.50,-0.12,0.74,78903.00,"RME591985_69","pSymB","SM_b20070","SM_b20070","sulfate permease"
"2011mTn5STM.1.11.C11",11.00,112.00,165.50,0.54,0.04,531.00,0.43,0.41,635580.00,"SME591688_584","chromosome","SMc02269","rkpJ","capsular polysaccharide biosynthesis/export protein"
"2011mTn5STM.1.11.C12",11.00,36.00,576.50,0.34,0.02,593.75,-0.16,0.53,267577.00,"AE006469_257","pSymA","SMa0489","SMa0489","ABC transporter ATP-binding protein"
"2011mTn5STM.1.11.D01",11.00,109.00,334.00,0.11,0.72,594.50,-0.15,0.43,285313.00,"RME591985_269","pSymB","SM_b20280","SM_b20280","hypothetical protein"
"2011mTn5STM.1.11.D02",11.00,38.00,121.00,0.18,0.73,93.25,0.03,0.74,696333.00,"AE006469_693","pSymA","SMa1272","norQ","NorQ accessory protein for nitric oxide reductase"
"2011mTn5STM.1.11.D03",11.00,39.00,298.75,0.17,0.06,344.75,0.25,0.35,3234374.00,"SME591688_3043","chromosome","SMc03107","SMc03107","hypothetical protein"
"2011mTn5STM.1.11.D04",11.00,40.00,200.75,0.67,0.17,193.00,0.28,0.38,2325016.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.D05",11.00,41.00,187.00,-0.17,0.38,180.75,0.01,0.93,2630899.00,"SME591688_2483","chromosome","SMc01499","smoK","ATP-binding transport ABC transporter protein"
"2011mTn5STM.1.11.D06",11.00,42.00,71.00,-0.14,0.24,321.75,0.54,0.20,383761.00,"RME591985_356","pSymB","SM_b20371","SM_b20371","ribose-5-phosphate isomerase B"
"2011mTn5STM.1.11.D07",11.00,43.00,166.50,-0.37,0.19,174.50,-0.41,0.18,608292.00,"RME591985_558","pSymB","SM_b20819","mocE","ferredoxin"
"2011mTn5STM.1.11.D08",11.00,44.00,357.00,0.65,0.02,345.25,0.69,0.08,913565.00,"AE006469_894","pSymA","","",""
"2011mTn5STM.1.11.D09",11.00,45.00,179.00,-0.54,0.04,223.25,-0.66,0.12,1103449.00,"SME591688_1028","chromosome","SMc00064","SMc00064","hypothetical protein"
"2011mTn5STM.1.11.D10",11.00,46.00,223.50,0.97,9.87328867986606e-03,410.50,0.79,0.04,1004260.00,"RME591985_912","pSymB","SM_b21337","SM_b21337","iron-sulfur-binding protein"
"2011mTn5STM.1.11.D11",11.00,47.00,202.75,0.27,0.45,243.75,0.18,0.42,1325345.00,"SME591688_1236","chromosome","SMc01780","hppA","membrane-bound proton-translocating pyrophosphatase"
"2011mTn5STM.1.11.D12",11.00,48.00,617.00,-0.25,0.23,102.75,-0.33,0.30,275522.00,"RME591985_259","pSymB","SM_b20270","SM_b20270","proline racemase"
"2011mTn5STM.1.11.E01",11.00,49.00,328.25,-0.07,0.64,524.25,-0.04,0.82,628434.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.E02",11.00,50.00,302.75,-0.05,0.67,258.25,-0.77,0.04,2592533.00,"]--Intergenic--[","chromosome","SMc02738","opuB","glycine betaine transport system permease ABC transporter protein"
"2011mTn5STM.1.11.E03",11.00,51.00,197.00,0.35,0.01,208.50,0.33,0.39,166041.00,"AE006469_161","pSymA","SMa0300","SMa0300","ABC transporter permease"
"2011mTn5STM.1.11.E04",11.00,52.00,201.00,-0.06,0.29,706.75,0.53,0.05,366188.00,"]--Intergenic--[","chromosome","SMc00416","SMc00416","hypothetical protein"
"2011mTn5STM.1.11.E05",11.00,53.00,127.50,-0.10,0.62,219.00,-0.17,0.09,2189846.00,"]--Intergenic--[","chromosome","SMc04204","fecR","iron transport regulator transmembrane protein"
"2011mTn5STM.1.11.E06",11.00,54.00,359.25,0.70,8.70714647688491e-04,342.00,0.56,0.02,649514.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.E07",11.00,55.00,154.00,-0.29,0.27,112.25,0.16,0.57,1189242.00,"AE006469_1149","pSymA","SMa2107","SMa2107","GstR transcriptional regulator"
"2011mTn5STM.1.11.E08",11.00,56.00,221.00,1.27,2.8475351274294e-03,343.00,0.51,0.28,3367026.00,"SME591688_3163","chromosome","SMc03252","proB2","gamma-glutamyl kinase"
"2011mTn5STM.1.11.E09",11.00,122.00,248.00,-0.29,0.41,162.50,-0.38,0.06,2906167.00,"SME591688_2746","chromosome","SMc00674","hutC","histidine utilization repressor transcription regulator protein"
"2011mTn5STM.1.11.E10",11.00,58.00,83.00,-0.51,0.12,261.50,-0.14,0.51,3184401.00,"SME591688_2997","chromosome","SMc03146","SMc03146","transporter"
"2011mTn5STM.1.11.E11",11.00,59.00,367.50,0.59,0.02,571.50,0.39,0.20,132054.00,"SME591688_117","chromosome","SMc04140","SMc04140","ABC transporter ATP-binding protein"
"2011mTn5STM.1.11.E12",11.00,60.00,470.00,0.25,0.05,404.25,0.33,0.14,2145323.00,"]--Intergenic--[","chromosome","SMc04337","SMc04337","hypothetical protein"
"2011mTn5STM.1.11.F01",11.00,121.00,329.50,-0.18,0.11,422.50,-0.47,0.05,1368884.00,"RME591985_1267","pSymB","SM_b21438","SM_b21438","C4-dicarboxylate transport system, C4-dicarboxylate-binding protein precursor signal peptide"
"2011mTn5STM.1.11.F02",11.00,62.00,236.50,0.17,0.03,279.75,-0.28,0.27,283086.00,"AE006469_277","pSymA","SMa0525","SMa0525","ABC transporter permease"
"2011mTn5STM.1.11.F03",11.00,63.00,247.00,-0.17,0.36,225.50,-0.17,0.37,1595112.00,"RME591985_1493","pSymB","SM_b20581","SM_b20581","4-hydroxyphenylpyruvate dioxygenase"
"2011mTn5STM.1.11.F04",11.00,64.00,232.75,-0.01,0.96,293.00,-0.27,0.45,893337.00,"AE006469_872","pSymA","SMa1600","SMa1600","Potassium efflux protein"
"2011mTn5STM.1.11.F05",11.00,65.00,371.50,0.93,0.02,469.25,0.58,0.05,206547.00,"AE006469_204","pSymA","SMa0383","SMa0383","hypothetical protein"
"2011mTn5STM.1.11.F06",11.00,66.00,75.25,0.56,0.17,180.50,0.38,0.03,695390.00,"AE006469_692","pSymA","SMa1269","norD","NorD accessory protein for nitric oxide reductase"
"2011mTn5STM.1.11.F07",11.00,67.00,231.25,0.05,0.86,189.75,-0.04,0.91,606712.00,"AE006469_604","pSymA","SMa1115","SMa1115","Mn2+/Fe2+ transporter NRAMP family"
"2011mTn5STM.1.11.F09",11.00,69.00,114.50,0.07,0.78,111.25,-0.19,0.42,1229586.00,"AE006469_1185","pSymA","SMa2193","SMa2193","Oxidoreductase"
"2011mTn5STM.1.11.F10",11.00,70.00,93.25,0.30,0.02,191.50,-0.01,0.93,1022495.00,"RME591985_931","pSymB","SM_b21356","SM_b21356","hypothetical protein"
"2011mTn5STM.1.11.F11",11.00,71.00,278.50,0.17,0.61,228.00,-0.27,0.14,763403.00,"SME591688_712","chromosome","SMc03065","aglK","alpha-glucoside ABC transporter ATP-binding protein"
"2011mTn5STM.1.11.F12",11.00,72.00,1257.50,-2.79,4.76241564024212e-05,386.00,-2.45,3.48712138748492e-04,,"","","","",""
"2011mTn5STM.1.11.G01",11.00,73.00,283.75,0.04,0.75,369.00,-0.12,0.41,735535.00,"]--Intergenic--[","pSymB","SM_b21093","SM_b21093","LysR family transcriptional regulator"
"2011mTn5STM.1.11.G02",11.00,74.00,1021.00,0.11,0.31,1554.00,0.19,0.20,1190586.00,"AE006469_1150","pSymA","SMa2109","SMa2109","hypothetical protein"
"2011mTn5STM.1.11.G03",11.00,169.00,277.25,0.07,0.40,304.25,-0.08,0.74,2802674.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.G04",11.00,76.00,625.00,0.48,0.02,506.50,0.55,0.01,675518.00,"AE006469_671","pSymA","SMa1231","SMa1231","hypothetical protein"
"2011mTn5STM.1.11.G05",11.00,77.00,330.50,0.25,0.20,335.50,-0.17,0.41,1448094.00,"SME591688_1352","chromosome","SMc01334","mrcA1","penicillin-binding 1A transmembrane protein"
"2011mTn5STM.1.11.G06",11.00,78.00,197.25,0.97,0.02,309.00,-0.11,0.67,1276968.00,"AE006469_1236","pSymA","SMa2294","mrcA2","MrcA2 penicillin-binding protein"
"2011mTn5STM.1.11.G07",11.00,79.00,218.25,-0.09,0.60,242.00,-0.47,0.33,502960.00,"AE006469_492","pSymA","SMa0900","SMa0900","anti-restriction protein"
"2011mTn5STM.1.11.G08",11.00,181.00,373.00,0.25,0.27,382.00,0.52,0.04,2298924.00,"SME591688_2178","chromosome","SMc01455","dld","D-lactate dehydrogenase (cytochrome) protein"
"2011mTn5STM.1.11.G09",11.00,81.00,313.75,-3.61934035258549e-03,0.98,193.25,-0.26,0.43,1293987.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.11.G10",11.00,82.00,105.00,-0.07,0.69,232.25,0.13,0.78,59186.00,"AE006469_56","pSymA","SMa0112","SMa0112","hypothetical protein"
"2011mTn5STM.1.11.G11",11.00,83.00,190.25,8.44631095703964e-03,0.97,186.00,0.31,0.41,685391.00,"AE006469_682","pSymA","SMa1252","nnrS","NnrS family protein"
"2011mTn5STM.1.11.G12",11.00,84.00,511.50,-0.36,0.02,682.75,-0.54,0.01,348703.00,"]--Intergenic--[","pSymB","SM_b20343","SM_b20343","isoquinoline 1-oxidoreductase"
"2011mTn5STM.1.11.H01",11.00,145.00,385.25,0.10,0.75,256.75,0.20,0.56,988416.00,"AE006469_962","pSymA","SMa1746","SMa1746","ABC transporter substrate-binding protein"
"2011mTn5STM.1.11.H02",11.00,86.00,317.75,-0.30,0.24,572.00,0.10,0.47,3035392.00,"SME591688_2864","chromosome","SMc04032","SMc04032","transcriptional regulator"
"2011mTn5STM.1.11.H03",11.00,87.00,435.75,-0.13,0.18,383.50,-0.46,0.02,279216.00,"]--Intergenic--[","pSymB","SM_b20274","SM_b20274","hypothetical protein"
"2011mTn5STM.1.11.H04",11.00,88.00,460.00,0.03,0.76,154.50,-0.10,0.39,1696179.00,"SME591688_1591","chromosome","SMc01228","SMc01228","antibiotic resistance (kinase) protein"
"2011mTn5STM.1.11.H05",11.00,89.00,579.25,-0.53,0.01,335.00,0.07,0.78,956127.00,"AE006469_931","pSymA","SMa1696","SMa1696","Sensor histidine kinase"
"2011mTn5STM.1.11.H06",11.00,90.00,336.25,-0.30,0.13,481.25,-0.01,0.96,116722.00,"AE006469_113","pSymA","SMa0214","kduI","5-keto-4-deoxyuronate isomerase"
"2011mTn5STM.1.11.H07",11.00,91.00,131.75,-0.39,0.07,606.25,-0.35,0.07,36767.00,"AE006469_33","pSymA","SMa0067","SMa0067","ABC transporter substrate-binding protein"
"2011mTn5STM.1.11.H08",11.00,92.00,293.00,0.06,0.74,383.00,-0.09,0.55,470041.00,"RME591985_438","pSymB","SM_b20457","SM_b20457","transcriptional regulator transcription regulator protein"
"2011mTn5STM.1.11.H09",11.00,146.00,354.00,-0.25,0.01,199.50,-0.29,0.03,3557327.00,"SME591688_3331","chromosome","SMc03889","SMc03889","transporter"
"2011mTn5STM.1.11.H10",11.00,94.00,252.75,-0.18,0.47,292.50,-0.03,0.86,641275.00,"AE006469_634","pSymA","SMa1168","SMa1168","Dehydrogenase, FAD-dependent"
"2011mTn5STM.1.11.H11",11.00,95.00,292.75,-0.11,0.34,4.25,-0.85,0.11,564376.00,"SME591688_517","chromosome","SMc02148","SMc02148","hypothetical protein"
"2011mTn5STM.1.11.H12",11.00,96.00,378.50,-0.34,0.07,620.50,0.02,0.88,222753.00,"AE006469_218","pSymA","SMa0407","SMa0407","hypothetical protein"
"2011mTn5STM.1.12.A01",12.00,97.00,383.75,0.03,0.87,306.00,0.03,0.18,2687565.00,"SME591688_2540","chromosome","SMc01965","SMc01965","spermidine/putrescine ABC transporter ATP-binding protein"
"2011mTn5STM.1.12.A04",12.00,4.00,756.50,-0.09,0.34,518.75,-0.11,0.68,1435669.00,"RME591985_1342","pSymB","SM_b21512","SM_b21512","hypothetical protein"
"2011mTn5STM.1.12.A05",12.00,5.00,649.25,-0.05,0.12,555.25,0.02,0.76,2731416.00,"SME591688_2580","chromosome","SMc02027","SMc02027","peptide ABC transporter ATP-binding protein"
"2011mTn5STM.1.12.A06",12.00,6.00,336.25,-0.22,0.07,396.50,-0.12,0.01,1269809.00,"SME591688_1185","chromosome","SMc00598","SMc00598","branched chain amino acid ABC transporter permease"
"2011mTn5STM.1.12.A07",12.00,7.00,31.75,-0.11,0.70,425.75,-0.21,0.15,676258.00,"SME591688_616","chromosome","SMc02302","TRm30.2","transposase number 2 for insertion sequence ISRM30"
"2011mTn5STM.1.12.A08",12.00,8.00,641.50,-0.23,0.24,616.50,-0.23,0.14,88269.00,"RME591985_78","pSymB","SM_b20079","SM_b20079","hemolysin-adenlyate cyclase"
"2011mTn5STM.1.12.A09",12.00,9.00,359.50,-0.21,0.01,441.50,-0.24,8.61512777316559e-03,408362.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.A10",12.00,10.00,459.00,-0.11,0.24,420.25,-0.04,0.37,1854684.00,"SME591688_1747","chromosome","SMc00285","TRm5","transposase ISRM3"
"2011mTn5STM.1.12.A11",12.00,11.00,550.00,-0.38,7.63897148998077e-03,189.00,0.01,0.90,1179453.00,"AE006469_1140","pSymA","SMa2089","SMa2089","hypothetical protein"
"2011mTn5STM.1.12.A12",12.00,12.00,162.75,-0.32,0.15,195.50,-0.35,0.05,440990.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.B01",12.00,13.00,312.25,-0.10,0.25,88.75,-0.23,0.17,687911.00,"AE006469_686","pSymA","SMa1256","SMa1256","hypothetical protein"
"2011mTn5STM.1.12.B03",12.00,15.00,289.75,-0.52,0.05,229.25,-0.39,0.03,183445.00,"RME591985_163","pSymB","SM_b20164","SM_b20164","sensor histidine kinase"
"2011mTn5STM.1.12.B04",12.00,16.00,189.50,-0.10,0.59,229.00,0.01,0.87,2087438.00,"SME591688_1967","chromosome","SMc04258","SMc04258","ABC transporter permease"
"2011mTn5STM.1.12.B05",12.00,17.00,143.00,-0.02,0.88,308.75,-0.06,0.52,2868614.00,"SME591688_2708","chromosome","SMc00712","SMc00712","hypothetical protein"
"2011mTn5STM.1.12.B06",12.00,18.00,288.75,-0.40,0.01,280.00,-0.42,0.02,309487.00,"RME591985_290","pSymB","SM_b20301","SM_b20301","dehydgrogenase"
"2011mTn5STM.1.12.B07",12.00,19.00,175.75,-0.15,0.49,248.50,-0.30,0.07,1067681.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.B08",12.00,20.00,402.00,-0.07,0.07,203.50,-0.25,0.02,350289.00,"SME591688_328","chromosome","SMc00400","SMc00400","signal peptide protein"
"2011mTn5STM.1.12.B09",12.00,110.00,192.25,-0.19,0.24,218.00,-0.28,0.28,1125161.00,"RME591985_1024","pSymB","SM_b21585","SM_b21585","hypothetical protein"
"2011mTn5STM.1.12.B10",12.00,22.00,194.00,-0.34,0.06,130.25,-0.10,0.27,1124919.00,"RME591985_1024","pSymB","SM_b21585","SM_b21585","hypothetical protein"
"2011mTn5STM.1.12.B11",12.00,23.00,85.00,0.21,0.06,320.50,-0.09,0.16,1079069.00,"AE006469_1044","pSymA","SMa1898","SMa1898","hypothetical protein"
"2011mTn5STM.1.12.C01",12.00,25.00,199.75,-0.43,0.01,251.00,-0.47,6.1846292895612e-03,772275.00,"SME591688_719","chromosome","SMc00762","SMc00762","glutamine synthetase"
"2011mTn5STM.1.12.C02",12.00,26.00,295.75,-0.23,0.03,190.75,-0.15,0.04,1222913.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.C03",12.00,27.00,262.75,-0.09,0.07,163.00,0.12,0.12,852302.00,"SME591688_790","chromosome","SMc00830","SMc00830","hypothetical protein"
"2011mTn5STM.1.12.C04",12.00,28.00,258.50,0.13,0.56,316.00,0.12,0.62,700987.00,"RME591985_644","pSymB","SM_b21066","SM_b21066","glycosyltransferase"
"2011mTn5STM.1.12.C05",12.00,29.00,258.50,-0.33,0.20,160.75,-0.41,7.18285595902756e-03,3488835.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.C06",12.00,30.00,194.50,0.03,0.75,165.25,-0.46,0.03,2193822.00,"]--Intergenic--[","chromosome","SMc04206","SMc04206","hemolysin-type calcium-binding protein"
"2011mTn5STM.1.12.C07",12.00,31.00,753.75,0.78,4.43965671323843e-04,1272.25,0.86,1.54021978045013e-03,439213.00,"AE006469_436","pSymA","SMa0803","SMa0803","ABC transporter ATP-binding protein"
"2011mTn5STM.1.12.C08",12.00,32.00,131.50,-0.08,0.26,221.25,-9.24762200475353e-05,0.99,1058274.00,"SME591688_980","chromosome","SMc00099","phnA","alkylphosphonate uptake protein"
"2011mTn5STM.1.12.C09",12.00,33.00,466.50,0.49,0.03,487.50,0.28,0.03,276635.00,"AE006469_268","pSymA","SMa0510","SMa0510","D-isomer specific 2-hydroxyacid dehydrogenase"
"2011mTn5STM.1.12.C10",12.00,170.00,146.75,-0.02,0.82,152.25,-0.08,0.62,1746814.00,"]--Intergenic--[","chromosome","SMc01185","SMc01185","signal peptide protein"
"2011mTn5STM.1.12.C11",12.00,112.00,88.25,0.66,0.02,298.50,0.57,7.74909096509452e-03,845167.00,"RME591985_774","pSymB","SM_b21271","SM_b21271","nucleotide-binding protein"
"2011mTn5STM.1.12.C12",12.00,36.00,392.75,-0.04,0.56,393.50,-0.18,0.13,550850.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.D01",12.00,109.00,382.25,-0.19,0.17,571.25,-0.20,0.16,3346470.00,"SME591688_3142","chromosome","SMc03237","SMc03237","transport transmembrane protein"
"2011mTn5STM.1.12.D02",12.00,38.00,321.00,-0.27,0.02,244.50,-0.27,0.12,1138744.00,"AE006469_1101","pSymA","SMa2011","SMa2011","hypothetical protein"
"2011mTn5STM.1.12.D03",12.00,39.00,223.25,-0.31,0.05,201.00,-0.06,0.62,1271008.00,"SME591688_1186","chromosome","SMc00599","moaE","molybdopterin MPT converting factor subunit 2"
"2011mTn5STM.1.12.D04",12.00,40.00,145.00,0.18,0.50,150.50,-0.06,0.69,694322.00,"AE006469_692","pSymA","SMa1269","norD","NorD accessory protein for nitric oxide reductase"
"2011mTn5STM.1.12.D05",12.00,41.00,12.50,-1.27,0.03,12.00,-0.49,0.24,2858668.00,"SME591688_2698","chromosome","SMc00722","SMc00722","hypothetical protein"
"2011mTn5STM.1.12.D06",12.00,42.00,97.00,-0.03,0.79,334.25,-0.05,0.55,1274804.00,"SME591688_1190","chromosome","SMc00603","SMc00603","short chain dehydrogenase"
"2011mTn5STM.1.12.D07",12.00,43.00,199.00,-0.33,0.06,168.25,-0.17,0.24,2218432.00,"SME591688_2094","chromosome","SMc04300","afuC","iron ABC transporter ATP-binding protein"
"2011mTn5STM.1.12.D08",12.00,44.00,2.75,-0.60,0.43,5.75,-0.06,0.91,2974675.00,"SME591688_2811","chromosome","SMc03978","tkt2","transketolase"
"2011mTn5STM.1.12.D09",12.00,45.00,168.25,-0.33,0.24,166.50,-0.18,0.23,1434769.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.D10",12.00,46.00,101.25,-0.33,0.12,147.00,-0.25,0.02,965652.00,"SME591688_892","chromosome","SMc00975","mcpU","chemoreceptor methyl-accepting chemotaxis transmembrane protein"
"2011mTn5STM.1.12.D11",12.00,47.00,311.50,-0.33,0.02,276.00,-0.15,0.23,633570.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.D12",12.00,48.00,316.50,-0.46,7.07755075250145e-03,49.25,-0.49,0.08,123343.00,"AE006469_119","pSymA","SMa0223","SMa0223","TetR family transcriptional regulator"
"2011mTn5STM.1.12.E01",12.00,49.00,414.00,-0.25,4.67419910446137e-03,514.00,-0.15,0.07,273809.00,"AE006469_265","pSymA","SMa0503","SMa0503","ABC transporter permease"
"2011mTn5STM.1.12.E02",12.00,50.00,218.75,-0.04,0.29,150.25,-0.15,0.36,677929.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.12.E03",12.00,51.00,186.75,0.22,0.25,178.75,0.22,0.35,2208830.00,"SME591688_2087","chromosome","SMc04287","SMc04287","hypothetical protein"
"2011mTn5STM.1.12.E04",12.00,52.00,51.75,-0.27,0.06,185.75,-0.33,0.07,3113198.00,"SME591688_2936","chromosome","SMc03155","SMc03155","hypothetical protein"
"2011mTn5STM.1.12.E05",12.00,53.00,346.50,0.44,0.03,507.75,0.40,0.03,1243448.00,"AE006469_1198","pSymA","SMa2219","SMa2219","decarboxylase"
"2011mTn5STM.1.12.E06",12.00,54.00,169.50,-0.18,0.11,147.75,-0.30,0.21,2233488.00,"SME591688_2110","chromosome","SMc04350","SMc04350","multidrug efflux system transmembrane protein"
"2011mTn5STM.1.12.E07",12.00,55.00,210.50,0.01,0.90,137.25,0.27,0.24,893074.00,"SME591688_831","chromosome","SMc00932","mutL","DNA mismatch repair protein"
"2011mTn5STM.1.12.E08",12.00,56.00,114.50,-0.30,0.09,124.75,-0.36,0.01,1591878.00,"RME591985_1489","pSymB","SM_b20577","pcaH","protocatechuate 3,4-dioxygenase subunit beta"
"2011mTn5STM.1.12.E09",12.00,122.00,613.50,0.51,0.04,426.50,0.47,0.06,90680.00,"RME591985_78","pSymB","SM_b20079","SM_b20079","hemolysin-adenlyate cyclase"
"2011mTn5STM.1.12.E10",12.00,58.00,5.00,-0.99,0.18,15.50,-1.06,0.08,304785.00,"SME591688_277","chromosome","SMc00349","lepA","GTP-binding protein LepA"
"2011mTn5STM.1.12.E11",12.00,59.00,612.75,0.23,0.06,846.25,0.28,0.08,107336.00,"]--Intergenic--[","chromosome","SMc02613","glnT","glutamine synthetase"
